"Symbol","Trade DATE","NOCP"
"MU","5/13/2019","37.380000000000"
"MU","5/10/2019","38.940000000000"
"MU","5/9/2019","39.270000000000"
"MU","5/8/2019","39.750000000000"
"MU","5/7/2019","40.260000000000"
"MU","5/6/2019","42.130000000000"
"MU","5/3/2019","43.330000000000"
"MU","5/2/2019","42.560000000000"
"MU","5/1/2019","41.900000000000"
"MU","4/30/2019","42.060000000000"
"MU","4/29/2019","42.110000000000"
"MU","4/26/2019","42.100000000000"
"MU","4/25/2019","42.750000000000"
"MU","4/24/2019","43.030000000000"
"MU","4/23/2019","42.770000000000"
"MU","4/22/2019","43.400000000000"
"MU","4/18/2019","43.400000000000"
"MU","4/17/2019","43.150000000000"
"MU","4/16/2019","42.760000000000"
"MU","4/15/2019","41.820000000000"
"MU","4/12/2019","42.010000000000"
"MU","4/11/2019","42.280000000000"
"MU","4/10/2019","42.170000000000"
"MU","4/9/2019","41.720000000000"
"MU","4/8/2019","42.900000000000"
"MU","4/5/2019","43.320000000000"
"MU","4/4/2019","42.890000000000"
"MU","4/3/2019","43.900000000000"
"MU","4/2/2019","42.440000000000"
"MU","4/1/2019","42.250000000000"
"MU","3/29/2019","41.330000000000"
"MU","3/28/2019","39.340000000000"
"MU","3/27/2019","39.230000000000"
"MU","3/26/2019","40.320000000000"
"MU","3/25/2019","40.550000000000"
"MU","3/22/2019","41.620000000000"
"MU","3/21/2019","43.990000000000"
"MU","3/20/2019","40.130000000000"
"MU","3/19/2019","40.370000000000"
"MU","3/18/2019","39.610000000000"
"MU","3/15/2019","39.540000000000"
"MU","3/14/2019","38.410000000000"
"MU","3/13/2019","38.830000000000"
"MU","3/12/2019","39.250000000000"
"MU","3/11/2019","39.030000000000"
"MU","3/8/2019","38.650000000000"
"MU","3/7/2019","37.830000000000"
"MU","3/6/2019","37.930000000000"
"MU","3/5/2019","39.990000000000"
"MU","3/4/2019","41.060000000000"
"MU","3/1/2019","41.580000000000"
"MU","2/28/2019","40.880000000000"
"MU","2/27/2019","41.320000000000"
"MU","2/26/2019","42.960000000000"
"MU","2/25/2019","42.750000000000"
"MU","2/22/2019","42.570000000000"
"MU","2/21/2019","41.530000000000"
"MU","2/20/2019","42.210000000000"
"MU","2/19/2019","41.960000000000"
"MU","2/15/2019","41.990000000000"
"MU","2/14/2019","42.230000000000"
"MU","2/13/2019","41.680000000000"
"MU","2/12/2019","40.400000000000"
"MU","2/11/2019","38.580000000000"
"MU","2/8/2019","38.580000000000"
"MU","2/7/2019","39.380000000000"
"MU","2/6/2019","41.520000000000"
"MU","2/5/2019","39.370000000000"
"MU","2/4/2019","39.470000000000"
"MU","2/1/2019","39.600000000000"
"MU","1/31/2019","38.220000000000"
"MU","1/30/2019","38.240000000000"
"MU","1/29/2019","37.390000000000"
"MU","1/28/2019","38.080000000000"
"MU","1/25/2019","38.960000000000"
"MU","1/24/2019","36.590000000000"
"MU","1/23/2019","34.240000000000"
"MU","1/22/2019","33.870000000000"
"MU","1/18/2019","35.760000000000"
"MU","1/17/2019","33.880000000000"
"MU","1/16/2019","33.580000000000"
"MU","1/15/2019","33.990000000000"
"MU","1/14/2019","34.670000000000"
"MU","1/11/2019","36.010000000000"
"MU","1/10/2019","35.910000000000"
"MU","1/9/2019","35.440000000000"
"MU","1/8/2019","33.740000000000"
"MU","1/7/2019","34.000000000000"
"MU","1/4/2019","32.700000000000"
"MU","1/3/2019","31.000000000000"
"MU","1/2/2019","32.750000000000"
"MU","12/31/2018","31.730000000000"
"MU","12/28/2018","31.570000000000"
"MU","12/27/2018","31.930000000000"
"MU","12/26/2018","30.890000000000"
"MU","12/24/2018","29.020000000000"
"MU","12/21/2018","30.320000000000"
"MU","12/20/2018","31.280000000000"
"MU","12/19/2018","31.410000000000"
"MU","12/18/2018","34.110000000000"
"MU","12/17/2018","33.880000000000"
"MU","12/14/2018","34.200000000000"
"MU","12/13/2018","35.020000000000"
"MU","12/12/2018","36.030000000000"
"MU","12/11/2018","35.210000000000"
"MU","12/10/2018","34.800000000000"
"MU","12/7/2018","35.310000000000"
"MU","12/6/2018","37.670000000000"
"MU","12/4/2018","36.880000000000"
"MU","12/3/2018","40.030000000000"
"MU","11/30/2018","38.560000000000"
"MU","11/29/2018","37.910000000000"
"MU","11/28/2018","38.710000000000"
"MU","11/27/2018","37.000000000000"
"MU","11/26/2018","36.570000000000"
"MU","11/23/2018","36.400000000000"
"MU","11/21/2018","36.380000000000"
"MU","11/20/2018","36.120000000000"
"MU","11/19/2018","36.830000000000"
"MU","11/16/2018","39.440000000000"
"MU","11/15/2018","39.910000000000"
"MU","11/14/2018","38.030000000000"
"MU","11/13/2018","37.850000000000"
"MU","11/12/2018","37.440000000000"
"MU","11/9/2018","39.110000000000"
"MU","11/8/2018","40.440000000000"
"MU","11/7/2018","40.930000000000"
"MU","11/6/2018","39.800000000000"
"MU","11/5/2018","39.920000000000"
"MU","11/2/2018","40.320000000000"
"MU","11/1/2018","40.120000000000"
"MU","10/31/2018","37.720000000000"
"MU","10/30/2018","36.010000000000"
"MU","10/29/2018","34.660000000000"
"MU","10/26/2018","35.400000000000"
"MU","10/25/2018","36.780000000000"
"MU","10/24/2018","35.430000000000"
"MU","10/23/2018","38.680000000000"
"MU","10/22/2018","39.760000000000"
"MU","10/19/2018","40.450000000000"
"MU","10/18/2018","41.300000000000"
"MU","10/17/2018","42.350000000000"
"MU","10/16/2018","43.210000000000"
"MU","10/15/2018","42.340000000000"
"MU","10/12/2018","42.470000000000"
"MU","10/11/2018","41.970000000000"
"MU","10/10/2018","41.610000000000"
"MU","10/9/2018","42.270000000000"
"MU","10/8/2018","43.070000000000"
"MU","10/5/2018","43.580000000000"
"MU","10/4/2018","44.160000000000"
"MU","10/3/2018","45.150000000000"
"MU","10/2/2018","45.760000000000"
"MU","10/1/2018","45.150000000000"
"MU","9/28/2018","45.230000000000"
"MU","9/27/2018","44.990000000000"
"MU","9/26/2018","44.350000000000"
"MU","9/25/2018","44.640000000000"
"MU","9/24/2018","45.160000000000"
"MU","9/21/2018","44.740000000000"
"MU","9/20/2018","46.060000000000"
"MU","9/19/2018","45.060000000000"
"MU","9/18/2018","45.330000000000"
"MU","9/17/2018","43.580000000000"
"MU","9/14/2018","44.300000000000"
"MU","9/13/2018","43.620000000000"
"MU","9/12/2018","41.740000000000"
"MU","9/11/2018","43.600000000000"
"MU","9/10/2018","44.900000000000"
"MU","9/7/2018","44.860000000000"
"MU","9/6/2018","44.650000000000"
"MU","9/5/2018","49.540000000000"
"MU","9/4/2018","51.930000000000"
"MU","8/31/2018","52.520000000000"
"MU","8/30/2018","52.760000000000"
"MU","8/29/2018","51.830000000000"
"MU","8/28/2018","52.340000000000"
"MU","8/27/2018","52.070000000000"
"MU","8/24/2018","50.700000000000"
"MU","8/23/2018","49.700000000000"
"MU","8/22/2018","50.240000000000"
"MU","8/21/2018","49.940000000000"
"MU","8/20/2018","48.070000000000"
"MU","8/17/2018","47.110000000000"
"MU","8/16/2018","47.100000000000"
"MU","8/15/2018","47.490000000000"
"MU","8/14/2018","50.620000000000"
"MU","8/13/2018","51.340000000000"
"MU","8/10/2018","51.370000000000"
"MU","8/9/2018","52.260000000000"
"MU","8/8/2018","53.390000000000"
"MU","8/7/2018","53.040000000000"
"MU","8/6/2018","52.670000000000"
"MU","8/3/2018","52.810000000000"
"MU","8/2/2018","53.400000000000"
"MU","8/1/2018","52.290000000000"
"MU","7/31/2018","52.790000000000"
"MU","7/30/2018","53.010000000000"
"MU","7/27/2018","53.960000000000"
"MU","7/26/2018","53.760000000000"
"MU","7/25/2018","53.390000000000"
"MU","7/24/2018","53.170000000000"
"MU","7/23/2018","54.290000000000"
"MU","7/20/2018","55.020000000000"
"MU","7/19/2018","56.220000000000"
"MU","7/18/2018","57.450000000000"
"MU","7/17/2018","56.960000000000"
"MU","7/16/2018","56.150000000000"
"MU","7/13/2018","56.350000000000"
"MU","7/12/2018","55.450000000000"
"MU","7/11/2018","54.180000000000"
"MU","7/10/2018","55.740000000000"
"MU","7/9/2018","54.310000000000"
"MU","7/6/2018","53.230000000000"
"MU","7/5/2018","52.840000000000"
"MU","7/3/2018","51.480000000000"
"MU","7/2/2018","54.480000000000"
"MU","6/29/2018","52.440000000000"
"MU","6/28/2018","53.140000000000"
"MU","6/27/2018","52.260000000000"
"MU","6/26/2018","54.590000000000"
"MU","6/25/2018","53.160000000000"
"MU","6/22/2018","57.100000000000"
"MU","6/21/2018","59.440000000000"
"MU","6/20/2018","58.950000000000"
"MU","6/19/2018","59.250000000000"
"MU","6/18/2018","58.450000000000"
"MU","6/15/2018","58.230000000000"
"MU","6/14/2018","59.180000000000"
"MU","6/13/2018","60.050000000000"
"MU","6/12/2018","60.550000000000"
"MU","6/11/2018","61.390000000000"
"MU","6/8/2018","61.390000000000"
"MU","6/7/2018","59.630000000000"
"MU","6/6/2018","59.420000000000"
"MU","6/5/2018","59.410000000000"
"MU","6/4/2018","59.100000000000"
"MU","6/1/2018","58.740000000000"
"MU","5/31/2018","57.590000000000"
"MU","5/30/2018","62.570000000000"
"MU","5/29/2018","62.620000000000"
"MU","5/25/2018","61.350000000000"
"MU","5/24/2018","61.490000000000"
"MU","5/23/2018","59.970000000000"
"MU","5/22/2018","59.030000000000"
"MU","5/21/2018","55.480000000000"
"MU","5/18/2018","53.390000000000"
"MU","5/17/2018","54.700000000000"
"MU","5/16/2018","56.500000000000"
"MU","5/15/2018","54.010000000000"
